path,lines,bytes,risk_score,static_mutable,update_methods,render,pathfinding,los_vision,lua_bridge,threads,network,moddata_save,zombie_char,cell_world,audio,animation,allocation_hot,sha256
zombie/ai/states/ZombieGetDownState.java,76,3099,88,1,0,0,7,0,0,0,0,0,12,0,0,10,0,3d63df18a17d1c4f238f1f2f081197694ae7532fea82599a587995123974d2f5
zombie/ui/FPSGraph.java,161,6026,87,1,1,18,0,4,0,4,0,0,0,0,0,0,3,2dc9defeb474dac3b83ae8872ad5c7fe4672b29dd1c5492998c45e0f15400803
zombie/chat/defaultChats/GeneralChat.java,125,4386,87,1,0,0,0,0,2,0,15,0,3,0,0,0,0,dc1f4b80be28d76c111051921e126b90c9e9e226059ee3728f316f9643f1d233
zombie/gameStates/ChooseGameInfo.java,679,25998,86,8,0,23,3,0,0,0,0,0,0,0,0,6,5,67e6e0dd8f8c8a419be4e8e098da5de1bf9f0088294102bb0529d8bdd458502f
zombie/CollisionManager.java,354,16185,86,7,0,0,0,0,0,0,0,0,13,3,1,0,9,29c74009dd44db9094a629bec7e87d63b7fab2af2feff3d1c02505f1759dfda6
zombie/iso/objects/IsoMolotovCocktail.java,122,3662,86,0,1,10,0,0,0,0,2,0,6,4,0,1,0,a21b49d5c8f85efb279c692e0e79d4dbf4048ed77341e981a3ae69c51373a07a
zombie/network/packets/PlayerDataRequestPacket.java,33,1077,86,0,0,0,0,1,0,0,18,0,2,0,0,0,0,b67e499c775424c1bfccf9607f4180c492c81e0327057f10580b5b975ccc1fc8
com/jcraft/jorbis/DspState.java,277,9748,85,1,0,0,0,0,0,19,0,0,0,0,0,0,28,e8189b4ec14009feac4cd8520fb6bd3c0ca43ef816e0eba4c22ab34c84ab9603
zombie/core/raknet/VoiceTest.java,192,7183,85,12,0,0,0,0,0,7,16,0,0,0,0,0,0,3f2bf9383d065ed8743c97f4632e7e56dd09cfb2197dc795d46e0f984e0069d7
zombie/network/ConnectionDetails.java,165,6537,85,15,0,0,0,0,0,0,21,2,0,0,0,0,1,afbe6f7dcad94237b3564bc06f0bd7e55e74b8b3480b56ac4d18086b412b0d97
zombie/worldMap/MapDefinitions.java,54,1744,85,3,0,0,0,0,14,0,0,10,0,0,0,0,1,4a430e7ba0c4aac300f050c0e1c718ad359dad746e12b7ad7c85cdd58448530d
zombie/ui/SpeedControls.java,196,6707,84,6,1,14,0,6,0,0,4,0,0,0,7,0,0,4572c9f11e26afad223ceb882a5cc97082314e5297500e67fe1b7f9529ef04a8
zombie/iso/objects/IsoFallingClothing.java,105,3370,83,0,1,13,0,0,3,0,0,0,0,6,0,1,0,d248c3ccbb5036dae405ef7614461332596f579ce54f39bf94c5aadef213cf49
zombie/network/ServerWorldDatabase.java,1250,58054,82,5,0,0,3,0,9,0,3,7,0,0,0,0,4,71c33f0bd4a0800a0cb5b48dc85e0848ebe247f43b90872ffa699f82d6bcb2c7
zombie/radio/media/RecordedMedia.java,407,15534,82,5,0,0,0,0,3,0,5,8,5,0,0,0,19,1c92597acf769cf18b606a5b99896b39eb372d12c3a4886b6ff8f4edafbfc7eb
zombie/network/CoopSlave.java,173,5742,82,6,1,0,0,0,0,5,16,0,0,0,0,0,1,16292ec2ca755b5f593650a0123a3d8cfb9dc3d62f94a5c24408a51cb127a202
zombie/commands/serverCommands/AddVehicleCommand.java,118,4908,82,0,0,0,0,0,0,1,7,0,3,9,0,0,0,837c3dfda8733aec2c0d738afee928098728d21b1d3a3fe4ab563dbd1785374a
com/jcraft/jorbis/Info.java,389,12674,81,1,0,0,0,0,0,0,18,0,0,0,0,0,9,ac9c3c8a0aa64c60e24580f7666f12049d4295030fb22b2fb1caa9f9a0027ead
zombie/characters/ILuaGameCharacter.java,358,7943,81,0,0,1,11,3,0,0,0,6,2,3,9,10,0,92045f65acd1068027044e6ba7761b1eefc8e8e383e914dd3ff6b626db2d0cf9
zombie/characters/ZombieVocalsManager.java,206,7876,81,1,1,1,0,0,0,0,2,0,13,0,12,0,3,dc150cf5071f95444e5cffb1c6a48c2ebe5fc936ffb1e966bf6b2f82e7746910
zombie/chat/defaultChats/RangeBasedChat.java,195,6473,81,4,0,0,0,0,0,0,6,0,11,0,0,0,2,e700199604fe5c3a0b754c4bbc3f7e284e0d45f79d928a53ce2c231cc017e70c
zombie/network/packets/hit/Bite.java,82,2927,81,0,0,0,0,0,0,0,14,0,5,0,0,0,0,9fb1c1b4cbef9e3188eb6a302fa32cc4ac329f290eb4574a624f1d362b0d077b
com/sixlegs/png/RegisteredChunks.java,551,22718,80,26,0,2,0,1,0,0,0,0,0,15,0,0,10,2239a98299d486aad8cd8ae096b62e82d08cf05f2d3befaa0ceb55fa43c527f6
zombie/iso/sprite/IsoSpriteInstance.java,228,6697,80,3,1,6,0,0,0,12,0,3,0,6,0,3,0,41123ce096813f68040290b4063fff3883019a4b488b1db11e30c36d40d7e564
zombie/characters/professions/ProfessionFactory.java,225,6142,80,6,0,10,12,0,0,0,0,0,0,0,0,0,2,88d8f204ea0bd16213eb0f83513dc1b63ed633982684aba41f2b21c845d87dd6
zombie/chat/defaultChats/RadioChat.java,179,6399,80,1,0,0,0,0,5,0,10,0,2,0,1,0,0,0795d8e7fc1e7f45cc9e0b4298a79997d4aaacab2d1e8f8ce86310e626b056fa
zombie/iso/objects/IsoRaindrop.java,146,5958,80,0,1,2,0,5,0,0,0,4,4,8,0,22,0,f7418901931ba1344a9e2de858087b6318fed183ac794abb6846cc5f0f30e649
zombie/network/packets/hit/NetObject.java,114,3378,80,0,0,0,0,0,0,0,15,4,0,5,0,0,0,999ec5d2ed702f1176aca7c0f8d7775c3645d0ce4fe4b3cc2e3abb9f0954653c
zombie/PredicatedFileWatcher.java,86,3143,80,1,0,0,14,0,0,0,6,0,0,0,0,0,0,ae9f137d22aee64799a00e7e2eb50e25dbd5113d75b14b4091f2118df101ae1e
zombie/core/skinnedmodel/model/ModelInstanceDebugRenderData.java,78,3694,80,1,0,26,0,0,0,0,0,0,0,0,0,4,2,a0ed5c35dff2c34562335cbd92470124f990cb9cdab09b511bc62ac6f7cde829
com/jcraft/jorbis/DecodeExample.java,221,8207,79,3,0,0,0,0,0,7,14,0,0,0,0,0,2,6dc5849be31149cbf489498b88336fa44ab65b0b21175d18dd9a7dcdf8986bc3
zombie/iso/objects/ClothingDryerLogic.java,210,7827,79,0,1,0,0,0,3,5,7,8,0,4,26,0,0,9a495d9920a4c165a98f5788b142ff4638e6f0b08d4d5ff4fd788861ce0a0f8c
zombie/ai/states/ZombieOnGroundState.java,123,4745,79,5,0,0,0,0,0,0,3,0,13,0,0,22,2,3913e5d5cd0873c9746ab8769a8c7b752b0291d8a8ddfee3e616f7bc6685fcb5
zombie/commands/serverCommands/ReloadOptionsCommand.java,57,2517,79,0,0,0,0,0,0,1,19,0,0,0,0,0,0,a1fbfce0bf059ba721d42f9ac61a64507e396675c970af61885a93a32e90fa96
zombie/scripting/objects/ModelScript.java,244,9363,78,5,0,15,0,0,0,7,2,1,0,0,0,11,4,aace3e57339edee34495a10c222e732be3d0ff2bbb4cabc652bf6267d8d5b89b
zombie/commands/serverCommands/KickUserCommand.java,77,2786,78,0,0,0,0,0,0,2,18,0,0,0,2,0,0,180ea56d8f360739e43c330ee3ea446f6949aee68981041e285c81df17071835
zombie/core/skinnedmodel/model/SoftwareModelMesh.java,38,1986,78,0,0,25,0,0,0,0,0,0,0,0,0,0,3,97b199cd16b04ed2c60d8f08b0c45bc6ffb9ea61a8031903ce84c503288dddf9
zombie/core/stash/StashAnnotation.java,27,945,78,0,0,0,0,0,13,0,0,11,0,0,0,0,0,12d719b926d8a14314aa05f2897cf321016a1b85d5852c4c673c1a8643d7cbd4
zombie/iso/objects/ClothingWasherLogic.java,239,8620,77,0,1,2,0,0,3,5,6,8,0,3,26,0,0,603efbbcac2985ca1f1abb4a189133e22052faae55394f0ce6cd558f0ae89ee5
zombie/ui/UIServerToolbox.java,183,7831,77,1,1,5,0,11,0,1,3,0,0,0,0,0,1,0313b124dc593665c1aacbe2f8437fe7f7c9e61cb838bb66f9c3ebb559ed1bcd
zombie/iso/test_DiamondMatrixIterator.java,221,12103,75,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2f767eee3fa8d55107124b720cbb34c181901dc74b0c50f0b8257cfe79c8117a
zombie/randomizedWorld/randomizedVehicleStory/RVSUtilityVehicle.java,187,7454,75,0,0,0,0,0,0,0,0,0,0,18,0,0,3,8b827b3c3018debd5869b6e095c06812d6b8072f8cfbdb4d769995d4fe62e5b5
zombie/characters/skills/CustomPerks.java,178,6535,75,1,0,0,1,0,6,11,0,3,0,0,0,0,2,86e7845f10e38d3d65fda9ea86b46e2a5ea178a41253b69a4e44a33b97b30c79
zombie/core/sprite/SpriteRenderState.java,87,2712,75,0,0,15,0,2,0,0,0,0,4,0,0,0,2,30170b7dde62a0752fd97439979c90fa5d051f3d33b01cd96631fe91cadd1fe4
zombie/characters/CharacterSoundEmitter.java,334,12025,74,1,0,0,0,7,0,0,4,4,6,0,159,0,0,c96fc6feb658659daf7bb1c84b8bca0acd97b61d4fd2c9e743c3f95d09915fee
com/jcraft/jorbis/Mapping0.java,313,12102,74,20,0,0,0,0,0,20,0,0,0,0,0,0,14,beb3925eceed6f8fa553695958fc748956eaf73e8252dd9a0e49bde491ce0554
zombie/iso/objects/IsoCombinationWasherDryer.java,133,4152,74,0,1,0,0,0,8,0,0,13,0,6,0,0,0,d157d79cc9eee49bea65592c1eb2364cd48720917e78ce812f182011d7108f3f
se/krka/kahlua/integration/expose/ReturnValues.java,68,2075,74,4,0,0,0,0,12,0,0,0,0,0,0,0,2,a9ee2481722ca80cf2fd4d0c1e25fe11b693b72c64776b7a55e72778df434504
zombie/ai/states/ZombieGetUpFromCrawlState.java,52,1926,74,1,0,0,6,0,0,0,0,0,10,0,0,7,0,f8e0b7462ab8ebf585b98cade354bfefab131d7ed9388f0b4580ab562aab5d17
zombie/commands/serverCommands/DebugPlayerCommand.java,49,1696,74,0,0,0,0,0,0,0,16,0,2,0,0,0,0,98f1346120597226a13fa46bf0e511097bc1447918e304d4804dff575359cebf
zombie/ai/states/FakeDeadZombieState.java,45,1328,74,1,0,0,0,1,0,0,5,0,10,0,0,0,0,4c780e49c3c0bcc84b57c6bccbd6437d7d2dd5ee20972f70da8b18cd2fdf23f1
zombie/vehicles/SurroundVehicle.java,354,14215,73,1,1,2,5,1,0,0,0,0,7,0,0,0,6,450c47b1ae8accb05dabaac38dec3de6b734450548c21f39382251a18186bfce
zombie/ai/states/ClimbSheetRopeState.java,217,7759,73,1,0,0,0,0,0,0,0,3,9,7,0,2,0,967def8596308ccb8789126d31881872d17b17520783a6894076a0912088f404
zombie/core/skinnedmodel/ModelCameraRenderData.java,76,2700,73,0,0,16,0,0,0,0,0,0,5,0,0,1,0,bd0044add7577135f76eba5c7b24214afff93b1f3d6695437572d2ae5b7e236f
zombie/iso/sprite/CorpseFlies.java,63,2395,73,6,1,21,0,0,0,0,2,0,0,0,0,0,0,a8b1be701acfb1d2d9aafc040ec76cb31885f78aac463efb0bb811804abfc76d
zombie/core/skinnedmodel/Texture/TextureManager.java,26,847,73,1,0,24,0,0,0,0,0,0,0,0,0,0,1,4bb420ae0311624a614176382a1babdf04c159afeab3cfac4ffc7aa2aebe38f0
zombie/characters/CharacterTimedActions/BaseAction.java,268,8879,72,0,1,0,0,0,0,2,3,0,10,0,10,30,2,286bdf53d138b2407e8f87120860cb2907a8fbad0479d5d7dabab5c8fef8f2e2
zombie/iso/objects/IsoRainSplash.java,127,4461,72,0,1,2,0,3,0,0,0,4,4,8,0,12,0,cd05051cb1c58c719ac67a9e8e8897c1dac111ee438a426e76c7923099919052
zombie/ai/states/LungeNetworkState.java,75,2544,72,2,0,0,0,0,0,0,0,0,14,0,0,2,2,df7cc2f5246800450fdc9427029e562ba71154c8dcb33bc50cedf3a89aaa2ef2
zombie/worldMap/markers/WorldMapGridSquareMarker.java,72,3405,72,0,0,24,0,0,0,0,0,0,0,0,0,0,0,82111305373eb57f804aef252e2d8e70b1cbcd497d2f3f3ce59ece6d5b4e714b
se/krka/kahlua/vm/LuaClosure.java,64,2498,72,0,0,0,0,0,12,0,0,4,0,0,0,0,0,1271428eba83a8ee019399260e1d1eb9434a89e6822ef964eec3a6c2b412634c
zombie/worldMap/styles/WorldMapPolygonStyleLayer.java,39,1537,72,0,0,23,0,0,0,0,0,0,0,0,0,0,3,65dca7d2870811c053de1a02e39bd8111bb038df4a99b718c25db3f615c68745
zombie/core/znet/ZNetStatistics.java,36,1524,72,0,0,0,0,0,0,0,18,0,0,0,0,0,0,cf87adbef92ddf3870c132b696449ac3d009a1636bea08000be3016f40ec74c2
zombie/core/Collections/NonBlockingHashtable.java,1017,33927,71,4,0,0,0,0,0,22,0,0,0,0,0,0,5,04caa78856d4fcebbbc91612774d2fe71e2f53e0f55f64b9fa3a9a392d11bd75
zombie/core/Collections/NonBlockingHashMap.java,1013,33679,71,4,0,0,0,0,0,22,0,0,0,0,0,0,5,26dc1b99603b111628c4a14743938dc52e7f20f1c87774209ed1d001189a437e
zombie/core/Collections/NonBlockingIdentityHashMap.java,1010,34316,71,3,0,0,0,0,0,22,0,0,0,0,0,0,5,0116bb99d85e4ce12f0d9bfbcd12893ed6129773f00ffa67d787aea7e43d2950
zombie/characters/BodyDamage/Nutrition.java,422,14703,71,0,1,0,0,0,3,0,9,2,3,0,0,0,0,3dac88c46eb3f0a6439799378ed65fcdf318055a93589d157bd4f688e0d7e59e
zombie/core/znet/SteamUtils.java,272,10583,71,31,0,2,1,7,3,2,2,0,0,0,0,0,1,69de7e352799498c802618b500477902445292eefe78af781e19a608613788cc
zombie/commands/serverCommands/ChangeOptionCommand.java,65,2685,71,0,0,0,0,0,0,1,17,0,0,0,0,0,0,18c432950d22590a5ad16770d5dab8c7f2e5675daa67b5ea48a8709f9cc204d7
zombie/ai/states/ClimbDownSheetRopeState.java,146,5085,69,1,0,0,0,0,0,0,0,0,9,6,0,2,0,b6c486a07dc9558c35cb2dada73cda8b8ac059194c864224411c9914e8afac3d
zombie/iso/weather/fx/WeatherParticle.java,114,4370,69,0,2,21,0,0,0,0,0,0,0,0,0,0,2,8252899b9d0fdf20b374e83f3c1fd5c73eba759f2119f4a052d9bfa396733fbb
zombie/worldMap/symbols/MapSymbolDefinitions.java,81,2555,69,3,0,17,4,0,0,0,0,0,0,0,0,0,2,7200c24e1b438e0484d7da57e30fad5c3e3a8864de7cdf7ce1b700f628aab7f5
zombie/ai/states/PlayerHitReactionState.java,80,2749,69,1,0,0,0,0,0,0,6,0,9,0,4,5,0,4a5d655ab8b173974d2e624cd36197401cca78f43742c835bfb2307c146cb3ac
zombie/ai/states/CloseWindowState.java,202,7686,68,1,0,0,0,0,0,1,0,0,13,0,2,13,0,826cdffe6ea01d30f925d1d8600634077af208faf47c0033070c4847f51125bf
zombie/randomizedWorld/randomizedBuilding/RBKateAndBaldspot.java,167,8362,68,0,0,7,0,0,0,0,0,2,7,3,0,0,0,c788192404beb537f7e4591a8cdee707a5d64c36ed77cfed7e7c51741dc92652
zombie/iso/objects/IsoBloodDrop.java,153,5089,68,1,1,3,0,0,0,0,0,3,0,14,0,0,1,3281d8fa8902ae3f558e7a0f4b5eed97bfef1aba0884c0d833b8c7f7b18fd7d0
zombie/chat/defaultChats/ServerChat.java,125,4307,68,1,0,0,0,0,3,0,10,0,2,0,0,0,0,4a3d3a422814a1b429b11a2982e894d002d3ea281d9ad6a2d8f01936b51ab504
zombie/gameStates/LoadingQueueState.java,96,3325,68,5,0,8,0,0,0,0,11,0,0,0,3,5,0,1c3e420b10379961dcc06aaf01666aec72df2474960a7e1b175838b10c14cd94
zombie/commands/serverCommands/CreateHordeCommand.java,83,3218,68,0,0,0,0,0,0,1,7,0,4,4,0,0,1,def33a28cf3f5aad1635ffc899267d059ac8b5cca755071a9f0e99a19d527ea2
zombie/core/Collections/NonBlockingHashMapLong.java,983,32525,67,4,0,0,0,0,0,22,0,0,0,0,0,0,1,576957be6bbd10937521f2eef9558fa6b3163ffb06371eee32b573621dbc70c7
zombie/core/Translator.java,957,37526,67,54,0,0,2,0,5,0,0,2,0,0,6,0,29,780376999138514982f1fa66f27c844b72fb4fa7df02739360b17f47b755eb19
zombie/world/DictionaryData.java,519,20995,67,0,0,0,12,0,0,0,2,20,0,0,0,0,11,6a191ddb0d838c7c0c89f1e033fe1f6e319ef19aa863399e022dec89948f9d59
zombie/erosion/categories/WallCracks.java,235,9852,67,0,1,0,0,0,0,0,0,12,0,14,0,0,9,d07cac0581132327873d24f0b7279ba5a00d14a2d4a556308c4da5e9e79f45d2
se/krka/kahlua/vm/LuaCallFrame.java,225,6911,67,0,0,0,0,0,10,1,0,1,0,0,0,0,4,10cc608420188cdd21216249ff797766d318469d4d15766b05fff2468d359cfd
zombie/iso/objects/IsoZombieGiblets.java,124,3894,67,1,1,3,0,0,0,0,0,0,4,9,0,0,0,5c0ccc7dabf8cdb3ce3560a6a096d3808371c3c06d6c51664131d578a161295f
zombie/commands/serverCommands/AddUserToWhiteListCommand.java,56,2120,67,0,0,0,0,0,0,1,16,0,0,0,0,0,0,611cf6ebb78de6f73d4d0a8141a0cdb1239e6ca10ff4300c4e74baaf8ec63698
zombie/ui/VehicleGauge.java,56,2075,67,0,0,21,0,1,0,0,0,0,0,0,0,0,0,494fdf639493c84bf46eb874f328fcde6765693892cc496f5ffdb126f4d73f8d
zombie/commands/serverCommands/AddAllToWhiteListCommand.java,53,2042,67,0,0,0,0,0,0,1,16,0,0,0,0,0,0,b1d0104ca8329c5d0af1372a73ad50289bef04ed9f82937f79fac50500c2d117
com/jcraft/jorbis/Floor1.java,743,21944,66,3,0,4,0,0,0,13,0,0,0,0,0,0,15,ed703b8712873ac0cd925cf210a5bee43949fde9decd78450c3479a967863328
zombie/characters/action/ActionContext.java,420,17168,66,2,1,0,0,0,0,0,4,0,9,0,0,23,3,1934fb63185fb7b7d61d814dcecce0d05cdad443fa0b7d52ea660992b87c35ab
com/sixlegs/png/PngImage.java,310,10467,66,2,0,0,0,0,0,0,0,0,0,16,0,7,2,4ffb54af95c1e864f5fc164e66ef8cba9eb3bbe3d58b69f69e0a33cdbfa8268e
zombie/erosion/categories/WallVines.java,275,12033,66,0,1,0,0,0,0,0,0,14,0,14,0,7,8,c764b59ab21a61adcdc26f5e1aaf8cdeba8e74619a1ff098f1fa5b6644e74a7e
zombie/ai/StateMachine.java,205,6847,66,1,1,0,0,0,3,2,6,0,3,0,0,25,1,9fb399f540a22b40724534e7af36b044674faaaa96386a9e8680fc1b3e9687fb
zombie/characters/ZombieIDMapTest.java,159,5770,66,1,0,0,0,0,2,0,0,0,8,3,6,0,2,d9fbb5848a110c61d8fa4d4509b5780ddef04a77d012deea6e1ba51e71517f7a
zombie/chat/defaultChats/WhisperChat.java,121,3951,66,2,0,0,0,0,2,0,6,0,6,0,0,0,0,ea10c9c8a0e281fece812db3d4f41a52299041606f1ade6d69146c3792c2d690
zombie/LoadGridsquarePerformanceWorkaround.java,84,3133,66,3,0,0,0,0,0,0,7,4,2,7,0,0,0,c50c1a8f90068ba3defdcab41c6d4c6c92cfba9d52b2821bcb542359ad1da79e
zombie/network/packets/hit/Vehicle.java,62,1795,66,0,0,0,0,0,0,0,14,0,2,0,0,0,0,4c0d0919875ca7becb66769a260bbf5aef7e2450d8023b988aa8cf80747495cc
zombie/fileSystem/FileSystem.java,60,1975,66,0,0,18,3,0,0,0,0,0,0,0,0,0,0,32d891c4d5dd9fe8ce50e268568f6e4e71e8b9da565998a9fb2306fb37b95f49
zombie/globalObjects/SGlobalObject.java,50,1584,66,1,0,0,0,0,11,0,0,15,0,0,0,0,0,5d5810eeb740dd4214a446ddc5cf105fd4c21abadb5ce198d8b5eaa36c895e9d
se/krka/kahlua/Version.java,10,499,66,0,0,0,0,0,11,0,0,0,0,0,0,0,0,101b45878d5f3fc928eebc4d3fec1491a0f5232896914bc41035a4def24341d4
zombie/inventory/types/HandWeapon.java,2383,68698,65,0,0,1,0,0,0,0,0,13,12,0,120,4,2,09cb0ea525577976421975fdc07262b17e63e09995892f7deab50f7faf8898df
fmod/fmod/FMODManager.java,537,22222,65,90,0,0,7,0,0,2,0,0,4,0,341,0,11,6448ded86f1fbe1e717ec91123e5756e903a172b223b016a0b611fa0bb14a94c
zombie/GameSounds.java,527,20371,65,19,3,0,5,0,0,0,4,0,4,0,352,0,3,61a1b17887b19b0495697aee1b4140235515834e0adde3e8d35ed8c9b7cfd2c2
zombie/randomizedWorld/randomizedVehicleStory/RVSPoliceBlockadeShooting.java,166,7534,65,0,0,0,0,0,0,0,0,5,0,16,0,0,1,a99bc78ce9f0d60e4192bc192d279b11ece07ea48d3f22b0095b7445393c4a4c
zombie/network/packets/PlayerVariables.java,114,3865,64,1,0,0,0,0,0,0,11,0,4,0,0,0,0,7bc2822553c0df609c5cbb2dc137e482b7fefd87580d98b3099240da534f8853
org/lwjglx/util/glu/PartialDisk.java,264,10884,62,0,0,20,0,0,0,0,0,0,0,0,0,0,2,341f4a572efbdc444e653ca0f660db57682e58ac241401e9f2679d7797f4b1e2
zombie/network/packets/hit/Fall.java,69,2458,62,0,0,0,0,0,0,0,13,0,2,0,0,0,0,4342505fa943e273340affb16281315f7692c452a5b241d0066e8b16f33dd8af
zombie/core/raknet/VoiceDebug.java,168,6709,61,7,0,17,0,1,0,0,0,0,0,0,30,0,6,15ed5f647d84386d8bb7233a44b9a3d4a3fcad2aacbf9ebc09553e844548779f
zombie/core/opengl/Shader.java,74,2028,61,1,0,16,0,0,0,0,3,0,0,0,0,0,1,0b46d0ad8605f5a7d6bf0e0865ab9131fc8aca7dd033ac0520d1acaa3dbe7f01
zombie/ai/states/PlayerKnockedDown.java,59,1944,61,1,0,0,0,0,0,0,4,0,9,0,0,6,0,70b6a6d4d9eb9b5300a1582637ffdde0520dbea38e7a1c6e7a0460081232d344
zombie/ai/states/FishingState.java,54,1684,61,1,0,0,0,0,0,0,4,0,9,0,0,4,0,809857fd51a46d66fb2e694b3667263815bff2d17a8cc298a166f5f115b749da
zombie/ai/states/FitnessState.java,46,1472,61,1,0,0,0,0,0,0,4,0,9,0,0,4,0,a6c77cb123ecae13f3f9ebb20db8818f482bd5421d557762762d895042d8ff78
zombie/audio/parameters/ParameterMusicZombiesVisible.java,43,1394,61,0,0,0,0,4,0,0,0,0,9,0,2,0,0,72b4e0146611e44072edb1492121f66825f3a633803d22e28cf1e355ae383b67
zombie/world/WorldDictionary.java,356,12541,60,31,0,0,0,0,0,0,14,2,0,0,0,0,4,5d9d6e161e512ced108d7cd6fac12ed354c48a519596e224f605e0bb521d3bdf
se/krka/kahlua/integration/expose/LuaJavaInvoker.java,300,11060,60,0,0,0,0,0,10,0,0,0,0,0,0,0,0,96a2da2ccac21da6baa5b86631a039bef07330e0c1259d80534102e59c17081b
zombie/iso/PuddlesShader.java,92,4042,60,0,0,20,0,0,0,0,0,0,0,0,0,0,0,f8f7472318176691245f7e0cf318047f9fba6a7c731ce6c485993082b32a7604
zombie/iso/weather/fog/FogShader.java,90,4420,60,0,0,20,0,0,0,0,0,0,0,0,0,0,0,619104f2d18568574550c010a04b7aefb48731b0f894a6e29990a9f057aaddf2
zombie/core/skinnedmodel/population/ClothingItemAssetManager.java,81,3574,60,0,0,4,12,0,0,0,0,0,0,0,0,0,0,433846f24f6c341c940ab22ecd410074f370712bae33dbe2912889f62a686d49
zombie/commands/serverCommands/ConnectionsCommand.java,65,2158,60,0,0,0,0,0,0,0,15,0,0,0,0,0,0,9bef63719ea4efbec3813a3a7b0080fe334f0262c6a1e79d326aeb2e26a63d1d
zombie/core/fonts/Font.java,65,2138,60,0,0,20,0,0,0,0,0,0,0,0,0,0,0,b5955966c9ffe712dda2a25cc3489136a92062e778ef7965b21699ae25f0fcc3
zombie/ai/states/ZombieReanimateState.java,50,1666,60,1,0,0,0,0,0,0,0,0,12,0,0,15,0,3024502dc1f00cb70e2046083dd10d2049ddc2db6e7f7cf78914889ad84e199c
se/krka/kahlua/require/Loadfile.java,37,1255,60,0,0,0,0,0,10,0,0,2,0,0,0,0,0,c377fcbaf436ac856989eec6cfff4587488762ffc992102b5148e7374f955d86
zombie/debug/options/IsoSprite.java,25,1995,60,0,0,20,0,0,0,0,0,0,0,0,0,0,0,e932a569182ecaf8352230d97c1594b89d9750b0f30ad5e27201c6a68fd08bbe
zombie/iso/ParticlesFire.java,341,12602,59,3,0,18,0,0,0,1,0,0,0,0,0,0,2,d8d843e1a95ecf302a8dce1b0ae1208832597f8d506e438a7dbda3a030b89de1
zombie/characters/IsoLivingCharacter.java,183,8088,59,0,0,0,0,0,0,0,1,0,9,2,8,0,2,3f57531174b645abe214cf92d8fb9c8b2cefc64cee5cd273315deadce463f4a9
zombie/audio/parameters/ParameterRoomType.java,114,4119,59,5,0,2,0,0,0,0,0,0,9,2,2,0,0,4d4ba2c7af807e1386cd64fab2c097456f2f67e666def24337a07c4af592ad64
zombie/core/skinnedmodel/population/ClothingItem.java,107,3437,59,2,0,12,4,1,0,0,0,0,0,0,0,0,3,a3a1612663b5c60df05fa0b272386886d2860541f632ad1ead61ec9b41af086d
com/jcraft/jorbis/Floor0.java,307,10812,58,4,0,0,0,0,0,15,0,0,0,0,0,0,13,6dfb8f3a7017ee314d77fc138e37e67a4a79f54f517d3f0e7690402ecdf575df
zombie/GameProfiler.java,294,11133,58,10,0,5,0,0,0,14,0,0,0,0,0,2,1,f1cabb91ff048c0485323a9f8fd7e5ac445b98077545529957886800f8d03d49
com/jcraft/jorbis/Comment.java,220,6656,58,3,0,0,0,0,0,0,14,0,0,0,0,0,2,9025c35ca4afaad6b339b396ab8d4a8200f1a350cea3c0e371d5da32e72d209e
zombie/core/Languages.java,107,4689,58,0,0,0,14,0,0,0,0,0,0,0,0,0,2,3fd203667a654734aa1553bde4e2f1cc9e7db4c9b29cc183f6626f33cecca2ab
zombie/characters/BaseZombieSoundManager.java,98,3304,58,0,1,0,0,0,0,0,0,0,11,0,15,0,1,61ab306436fe64d45e02bec499c8868166ab372247e9131011755e3f57594034
zombie/network/packets/hit/PlayerBodyPart.java,64,2058,58,0,0,0,0,0,0,0,12,0,2,0,0,0,0,ee6ddf4e444ce0aa863dce947adb6ac158d5a4f64fab228233aeca47fcdd120f
zombie/MapGroups.java,486,17127,57,2,0,0,11,0,0,0,0,0,0,2,0,0,5,5285ade54ab844c51637b422e306fac9fe6f6d18fd969af7e3e2d6b147826520
zombie/core/skinnedmodel/advancedanimation/Anim2DBlendPicker.java,360,13464,57,6,0,18,0,0,0,0,0,0,0,0,0,97,3,45961feec62ef4fcd1b79152e6cadc76cc01c7c376acc48313c81240c41baed7
zombie/util/PublicServerUtil.java,257,9990,57,18,1,0,0,0,0,1,13,0,0,0,0,0,0,7b20ef93bed5e786caeea15b9b6317ec6680436e9240fffe66b7e39b2dd42e63
zombie/iso/IsoWaterGeometry.java,153,6654,57,0,0,1,0,0,0,0,0,3,0,12,0,0,6,78bad1f6bf69692eb4ecadd1d95f819140af4ffe1b9201d76e55e10c0fdadcbc
zombie/ai/states/PlayerSitOnGroundState.java,145,5776,57,1,0,0,0,0,0,0,0,0,9,3,0,31,0,ca1452c13625ae3d402bfd00565c61cc79ea2f2cf6ab07b8c5836f0605eca056
zombie/network/ChunkChecksum.java,107,3834,57,5,0,0,0,0,0,3,0,0,0,12,0,0,0,1b6447f8c8423e29a9bbfaea52c3e486a24ea8ab7248e9f678f91095ee0b631d
com/jcraft/jorbis/Block.java,93,2834,57,1,0,0,0,0,0,2,12,0,0,0,0,0,3,2b4b5dbf19796550d5be2311ebdbe31b75dc159d26d0808458698dc928470c62
